overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
4.0,True,"02 4, 2005",A3PIPHWD45VOGI,B0006Q9464,{'Format:': ' DVD'},Ace-of-Stars,"~
Boy, the possibilities are almost endless with the number of catchy 'review headings' anyone can come up with -- both in favor of AND in disrespect to this movie. Based upon what I had read from others who had seen this film prior to its availability in DVD NTSC-1 encoding, I had originally planned to title my review as:

""The tele-'PHONE' is 'RING'-ing!""

-- or something to that effect, because one of the things most commonly heard about this movie was that it was basically another twist on Nakata Hideo's ""RING"" (which now seems to be becoming the new 'standard' by which ALL new Asian horror is to compared -- much like Sean Connery's ""James Bond"" being the ""OO7"" all subsequent assumers of the role are to be judged against, I suppose). I had to cancel the idea for such a title heading, however, once I had actually sat through the movie for the first time.

Without a doubt, there are a number of things reminiscent of ""RING"" -- most notably the 'vengeful spirit lashing out via some modern-day electronic device' (in this case, a cellular phone) and a female reporter associated with it intent on tracking the cursed technology back to its source (though not initially intended in this case, her actions instead being in response to a series of bizarre events; whereas the reporter in ""RING"" was investigating the legend of the 'cursed video' from the very beginning as part of her story).

A reporter named Ji-won, who exposes a ring of criminal activity of the worst kind, receives threatening calls from one of the perpetrators who got rounded up in the police sweep resulted from her expose. Though the harassing calls are coming from someone who makes it more than clear that she is being stalked, the reporter makes the unwise assumption that if she simply changes the number on her cell phone the angry party will eventually have to give up on trying to keep her in a state of fear and panic (she's led to believe that the danger is not real, and that the threats are only part of a psychological manipulation the criminal is playing). When she applies for the new number, only one particular number keeps appearing on the computer screen as being available. Time being precious as it is, she decides not to nit-pick over it and takes the number the computer glitch keeps coughing up.

Things then go from bad to worse, as she begins receiving a new set of calls on the new number. This has a very negative affect on little Yeong-Ju, the reporter's ""niece,"" who happened to be the very first person to answer the phone when it rang on the new number. As a result of what she heard on the other end of the line, the little girl experiences psychological trauma and undergoes some very disturbed & disturbing behaviors, which often expresses itself as fits of rage -- especially whenever her father becomes intimate with his wife. Psychological examinations show nothing to be too concerned about, suggesting that it is just a passing phase -- but as Yeong-Ju's behavior becomes more destructive (both self-destructive as well as projected outward) and more violent, her ""auntie"" uses her investigative skills as a reporter to track down the history of the phone number she adopted in order to determine what sort of connection it may have for the strange effect upon the little girl's mind. The answers she finds are not pretty, as everything comes full circle.

One of the things which bothered me at first, but then grew on me favorably, was the number of ""false climaxes."" Typically most people become annoyed by this sort of manipulation, but once this movie reveals its final secrets, you should wind up appreciating the beauty and mastery in the way each layer was pulled back and each new revelation led to the moment of ""orgasmic release,"" if you will.

Sure, there are those cliches which now come standard in your typical Asian ghost story fare. But, suffice it to say, although this movie is no ""RING,"" it is also no ""RING.""

P.S. -
You'll just adore (in an uneasy sort of way) the little girl who plays Yeong-Ju. You'll really feel for her even as you're being totally freaked-&-creeped by her. Wedding bells for Yeong-Ju and Toshio are surely in the making :)","Okay, no cutesy 'Review Title' this time....",1107475200,12,
4.0,False,"04 25, 2015",A3KSE8E8DBRCDL,6305762694,{'Format:': ' DVD'},Rashaud,It's Just All Absurdly Good!!,Rocking The Boat,1429920000,,
5.0,True,"05 1, 2013",A2DL3VNIIML49R,B002BDV5OE,{'Format:': ' Amazon Video'},Juice,"Just Funny...period.  There is nothing more to say, and making me add more words just cheapens the simple point I was trying to make.",Hilarious,1367366400,,
5.0,True,"05 4, 2013",A1RW9VJ8ELNNU5,B004498KPU,{'Format:': ' DVD'},valarie d rencher,I LOVE MJ!! Thank you!,Five Stars,1367625600,,
3.0,False,"06 28, 2006",A2UAQ84X27EURO,B00005JO1R,{'Format:': ' DVD'},different drummer 63,"The makers of ""Walk the Line"" obviously had to walk a thin, shaky tightrope when creating this movie.  There's pretty much a requirement to target the 18-35 year-old audience, and most people in that age group simply don't know enough about Johnny Cash and June Carter to appreciate their vast cultural significance and absolute authenticity.  But, since Cash was one of those rare artists who can truly be called larger than life (and death), he found admirers in that age bracket in the last decade or so of his life.  Still, that cult following isn't enough to fill movie theatre seats, so ""Walk the Line""'s creators were called upon to make some compromises while striving to evoke Cash's iconic integrity.

The result is a solid, enjoyable, and moving film that follows a familiar formula in celebrity biographies: big, pivotal scenes that show the protagonist's tough road to success, with less attention to the complex interaction of the individual artist with her or his culture.

Reese Witherspoon and Joaquin Phoenix are, no surprise, much better looking and more glamorous, and far less earthy, than the people they are playing, but that doesn't bother me--it's Hollywood when all's said and done, and I'd rather see actors interpret their roles than to try imitating the inimitable.  Having said that, I'll stick with the general reaction and say that Witherspoon is more impressive than Phoenix because she is so much more natural and comfortable inside her character.  I respect Phoenix for doing his own playing and singing, but since I did see Johnny Cash in concert once (and hundreds of times on TV), I couldn't ever fully accept him as the Man in Black.  At the same time, I can't think of anyone who could have done better.  Playing God in a film would be easier than playing Johnny Cash!

The film is well-photographed, and the production design captures the various eras well, even if the film exhibits the sort of slickness and polish that today's moviegoers demand.  There is respect for Johnny Cash, along with an honest depiction of him as a deeply flawed, difficult man.  Supporting performances are strong overall, with the actor playing Cash's grudge-holding father doing well with a pretty one-dimensional role.  Most of all, there's the music, supervised by the great T-Bone Burnett.

""Walk the Line"" is a good, not great movie, but it will undoubtedly bring more believers to the shrine of the Man in Black, one of the most important musicians and songwriters of the second half of the 20th century.","A Respectable, Enjoyable Approximation",1151452800,4,
5.0,True,"03 15, 2016",A1ZW53PQQEPTIF,6302548748,{'Format:': ' DVD'},shop browser,Long but good.,Five Stars,1458000000,,
3.0,False,"11 14, 2009",A37FUJC2L7DSPT,B0000D9BBJ,{'Format:': ' DVD'},Jim LaRegina,"JIM BROWN: ALL AMERICAN is just that, as the story of athlete/actor/philanthropist Jim Brown says as much about America as it does about the man.  I don't think I need to give examples of what I mean when I say one's view of Jim Brown reveals no less than how he or she sees the United States.

While I recommend this documentary, I don't rate it higher because of the expectations I took to it.  JIM BROWN: ALL AMERICAN is a Home Box Office presentation of a Spike Lee film about Jim Brown, after all!  The quality of H.B.O. television is an oasis from the vast wasteland of the medium.  Spike Lee is one of our premiere filmmakers.  With such a creative force behind JIM BROWN: ALL AMERICAN, I envisioned nothing less than the movie version of Jim Brown's dead honest 1989 autobiography OUT OF BOUNDS, where with just words on paper the man flattened me, giving me an idea of how the football players whose tackles he so easily broke every season must have felt watching him hurtle by, let alone those who challenged him in other ways.

JIM BROWN: ALL AMERICAN has its moments, showing us this man who seems to have a wall between himself and you; at times even Jim Brown's children feel they must keep their distance. Yet with his ventures such as Amer-I-Can he reaches out, seeking to help others realize their potential. The wall keeping you from getting near Jim Brown seems to be just who he is, and those who try to penetrate it can end up like yet another gridiron defender tumbling in in grass and dirt, feeling foolish for trying to take him down.

On the whole, though, JIM BROWN: ALL AMERICAN does not keep up the intensity I anticipated.  But again, maybe I was just expecting too much.

I'll say this. Without blowing how JIM BROWN: ALL AMERICAN ends, its final scene touched me.  And when you see the film, you will know the emotional wallop with which it concludes comes not from what's obvious but because it takes you as close to Jim Brown as such a daunting man could allow.

See JIM BROWN: ALL AMERICAN.",Jim Brown is still breaking tackles,1258156800,3,
4.0,True,"03 28, 2018",A2UF1FJQ4Y5L81,6301706498,{'Format:': ' DVD'},Laurie A. Schatz,Fun movie.,Four Stars,1522195200,,
3.0,False,"11 21, 2005",A6ORKQ4CW15TY,B000ADWDEI,{'Format:': ' DVD'},liesse00,"The movie wasn't as funny as I thought it would be. I could see where the jokes were but most of them weren't funny. Mike Ditka is the best part of the movie, he played himself perfectly. The parts where the kids played soccer was pretty good but the overall film was OK.",It's OK,1132531200,,
5.0,True,"10 31, 2015",A16MSP5YBHW05D,B001DSNEME,{'Format:': ' DVD'},Mary Rotondo,Gift to a grandson. He loves this series,Great series,1446249600,,
5.0,True,"08 21, 2016",A21CO9L847ZQ1T,B01B80LOAA,{'Format:': ' DVD'},Charles Nigro,great dvd set,Five Stars,1471737600,,
5.0,True,"09 12, 2014",A1CLOQ3FD8S7QR,0790731266,{'Format:': ' Amazon Video'},Bob,All around fun movie with a great music score.,Five Stars,1410480000,,
5.0,False,"05 3, 2007",A2M5FI4CB6VUXF,B00005U8F4,{'Format:': ' DVD'},Edward Hancock II,"I saw this movie coming on A&E or some other channel and thought it couldn't be good. It had RICK SHROEDER in it for crime's sake! And it was a made for tv movie. Well boy was I WRONG! This movie sucks you in with its realism and its insistence on detail. Small minute details are attended to as this story of the 1918 conflict unfolds in a most horrific (and true to life) manner.

This particular version is very crisp and clear. I actually like it better than the Made For TV version that I originally saw...

Buy it!",Suprising....,1178150400,2,
4.0,True,"04 15, 2014",A311626XD2C4T2,B0059XTU3G,{'Format:': ' Blu-ray'},JordanJasper,"The second installment of Peter Jackson's 'Hobbit' trilogy improves upon the first lovely film in the sense that the action flows more convincingly and fans are treated to new vistas and never-before-visited destinations, all of which amount to a feast for the eyes and senses. I'll list the five best things about TDOS and then the two worst, in my opinion:

1. Martin Freeman's essay of the Bilbo character, full of superb idiosyncrasies and deft little comic flourishes, remains the rich, rewarding center of this epic treatment and keeps a lot of aspects of the film from possibly spinning off into superfluousness.

2. Benedict Cumberbatch's motion-capture interpretation of Smaug is nothing short of awe-inspiring. You believe this massive CGI dragon is REALLY that vain and REALLY living under that Lonely Mountain. Kudos to Cumberbatch and the effects team.

3. The action sequences featuring Legolas (a bit paunchier, but, hey), Tauriel, the barrel-run and the battles in LakeTown make for riveting cinema and are superbly paced. Speaking of pace ...

4. Lee Pace offers us a mesmerizing Thranduil, King of the Woodland Elves -- a haughty and ominous portrayal that makes me eager to see what he does with the character in the 3rd film.

5. Finally we get to imagine what it might be like for Gandalf to meet the resurgent Sauron head-on and their Light vs. Shadow duel (as well as the whole journey into Dol Goldur) was a very compelling use on the writers' parts of various non-Hobbit Tolkien canonical material to flesh this film out. Sweet. I look forward to seeing Galadriel coming to Gandalf's rescue ... which was foreshadowed in the first film. How will she (backed by the White Council) measure-up against the Necromancer? Hmmm...

The Two Most Unconvincing Things About TDOS:

1. What the first film lacked (at times) in forward momentum, it made up for with fabulously bucolic emotion. This film has little of that and, as a result, it lacks the trademark ""heart"" I've come to expect from Jackson, who has always been able to deftly blend his swashbuckling action with pathos.

2. I thought the whole LakeTown sequence and introduction of characters was tedious to the point of me getting up to fix myself a sandwich and not bothering to pause the Blu-Ray disc. Bard's family-life and the plot-point with Tauriel saving Kili with Athelas and the rest of the town, frankly, did not have a lot of spark (save for Legolas's action sequence). But I guess this was a necessary evil, the introduction of so MUCH LakeTown.

Anyhow, my quibbles are minor indeed. This is a worthy and resplendent epic by Peter Jackson and friends. It is not as ""classic"" as the LOTR films, in my opinion, then again it is difficult to compare them, given the differing demands of the source material. This is a must-own for filmgoers. You and your kids and your kids' kids will treasure it always.",Lacks Emotional Resonance But Still a Cinematic Epic,1397520000,2,
